q,Ryr,spread_raw,iRyr,FCI,iRyr_noCDIFF,FCI_noCDIFF,country,cdiff_contrib,EMBI_bps,GaR,D
2010Q3,11.89031746031746,9.11868253968254,0.4197794726131078,0.3729611599432049,0.17607361232410174,0.175274873139548,brazil,0.24370586028900604,211.203125,0.0422394537431596,-4.22394537431596
2010Q4,12.22444262295082,9.370737704918033,0.26244427763060363,0.27163082340947897,0.10204009646319695,0.14828916864715658,brazil,0.16040418116740668,179.327868852459,0.0403552115479453,-4.03552115479453
2011Q1,12.601728813559323,9.161508474576271,0.4520476802307647,0.4133606241412103,0.3250033750416185,0.28071920017881696,brazil,0.12704430518914617,173.32258064516128,0.0358598988651239,-3.58598988651239
2011Q2,12.431209677419355,9.245999999999999,0.37490695674250885,0.5674603422567164,0.13819013226068497,0.2852900998571669,brazil,0.23671682448182388,172.57142857142858,0.0307117014881231,-3.07117014881231
2011Q3,12.1148,9.705676923076924,0.3960444814026255,1.2412332926739733,0.36310380023096483,1.1975447154317909,brazil,0.03294068117166066,204.671875,-0.0078233658406393,0.78233658406393
2011Q4,11.340741935483871,9.312193548387096,0.2537817380157281,0.7154643080904988,0.1328998290001111,0.5662261602670101,brazil,0.12088190901561702,230.35,0.0089892609565494,-0.89892609565494
2012Q1,11.307698412698413,9.286936507936508,0.3100805172771813,0.5656036818097973,0.27450105093046273,0.5278385962497236,brazil,0.03557946634671855,201.1935483870968,0.0098587198374738,-0.98587198374738
2012Q2,10.4886,8.68056923076923,0.287069983265664,0.8759629533114285,0.4022224157367689,1.1281736573000747,brazil,-0.1151524324711049,205.7619047619048,-0.0022692164334935,0.22692164334935
2012Q3,9.70984126984127,8.085238095238095,0.09043671568547787,0.45289932247169695,0.09680723889659064,0.47199629749246375,brazil,-0.006370523211112769,177.65079365079364,0.0139505227289751,-1.39505227289751
2012Q4,9.400406779661017,7.706559322033899,0.06474135185907735,0.15215826300426646,0.1294827037181547,0.20787906702749448,brazil,-0.06474135185907735,147.86666666666667,0.0149579076910113,-1.49579076910113
